order_date,customer_name,country,category,sub_category,sales,quantity,discount,profit,shipping_cost,year,revenue
03-09-2013,Ed Jacobs,Germany,Office Supplies,Art,232,5,0,60.15,16.4,2013,
03-09-2013,Sally Matthias,Philippines,Furniture,Furnishings,113,3,0.25,-27.2025,15.87,2013,
03-09-2013,Sally Matthias,Philippines,Office Supplies,Binders,208,5,0.15,-31.92,14.77,2013,
03-09-2013,Liz Carlisle,Peru,Furniture,Furnishings,80,4,0.4,-32.208,12.98,2013,
03-09-2013,Ross DeVincentis,United States,Technology,Accessories,160,5,0.2,33.9065,12.91,2013,
03-09-2013,Naresj Patel,Cuba,Office Supplies,Labels,44,6,0,14.88,12.1,2013,
03-09-2013,Janet Molinari,Madagascar,Office Supplies,Envelopes,168,8,0,26.88,12.04,2013,
03-09-2013,Tom Ashbrook,United States,Furniture,Furnishings,84,2,0.6,-75.8448,11.8,2013,
03-09-2013,Adam Shillingsburg,France,Office Supplies,Labels,34,3,0,8.19,10.1,2013,
03-09-2013,Ken Heidel,Turkey,Technology,Phones,101,2,0.6,-95.88,9.61,2013,
03-09-2013,Mark Cousins,Egypt,Office Supplies,Storage,106,4,0,52.8,8.76,2013,
03-09-2013,Sally Matthias,Philippines,Office Supplies,Storage,80,3,0.45,-39.2985,8.29,2013,
03-09-2013,Sean Christensen,Nigeria,Furniture,Bookcases,86,2,0.7,-174.24,8.13,2013,
03-09-2013,Jenna Caffey,Mexico,Office Supplies,Art,91,3,0,35.58,7.81,2013,
03-09-2013,Lena Radford,United States,Furniture,Furnishings,95,9,0,31.2444,7.01,2013,
03-09-2013,Karen Daniels,United States,Office Supplies,Art,75,2,0,19.6248,6.68,2013,
03-09-2013,Sam Zeldin,United States,Office Supplies,Storage,47,3,0,12.0978,6.54,2013,
03-09-2013,Sharelle Roach,Nigeria,Office Supplies,Art,34,6,0.7,-34.146,5.39,2013,
03-09-2013,Becky Martin,United States,Office Supplies,Envelopes,66,3,0,30.9918,5.04,2013,
03-09-2013,Cari MacIntyre,Saudi Arabia,Office Supplies,Fasteners,82,6,0,40.68,5.03,2013,
03-09-2013,Nathan Mautz,France,Office Supplies,Art,81,3,0,40.59,5.02,2013,
03-09-2013,Janet Molinari,Madagascar,Office Supplies,Paper,93,2,0,44.7,4.74,2013,
03-09-2013,Sean Christensen,Nigeria,Office Supplies,Appliances,59,2,0.7,-69.21,4.5,2013,
03-09-2013,Tracy Blumstein,United Kingdom,Office Supplies,Binders,9,3,0.5,-8.775,3.59,2013,
03-09-2013,Sean Christensen,Nigeria,Office Supplies,Art,30,2,0.7,-41.448,3.38,2013,
03-09-2013,Cari MacIntyre,Saudi Arabia,Office Supplies,Binders,30,1,0,15.21,3.09,2013,
03-09-2013,Karen Daniels,United States,Furniture,Furnishings,40,2,0,9.995,3.01,2013,
03-09-2013,Sally Matthias,Philippines,Furniture,Furnishings,21,1,0.25,0.5475,2.99,2013,
03-09-2013,Maria Zettner,France,Office Supplies,Fasteners,38,2,0,19.2,2.91,2013,
03-09-2013,Nathan Mautz,France,Office Supplies,Labels,26,4,0,10.44,2.81,2013,
03-09-2013,Jenna Caffey,Mexico,Furniture,Chairs,78,3,0.2,-2.94,2.8,2013,
03-09-2013,Joe Elijah,United States,Office Supplies,Art,19,4,0.2,3.4048,2.72,2013,
03-09-2013,Rob Lucas,United States,Office Supplies,Labels,29,5,0.2,9.8685,2.58,2013,
03-09-2013,Ken Heidel,Turkey,Technology,Phones,49,1,0.6,-43.17,2.49,2013,
03-09-2013,Justin Deggeller,Netherlands,Office Supplies,Art,19,2,0.5,-3.81,2.48,2013,
03-09-2013,Jenna Caffey,Mexico,Office Supplies,Art,38,4,0,12.16,2.37,2013,
03-09-2013,Cari MacIntyre,Saudi Arabia,Office Supplies,Art,38,2,0,9.42,2.37,2013,
03-09-2013,Sally Matthias,Philippines,Furniture,Chairs,36,1,0.25,-0.48,2.17,2013,
03-09-2013,Ralph Arnett,Iran,Office Supplies,Supplies,16,1,0,4.83,2.17,2013,
03-09-2013,Denny Ordway,Philippines,Office Supplies,Envelopes,35,6,0.45,-27.738,2.09,2013,
03-09-2013,Rob Lucas,United States,Office Supplies,Storage,35,2,0.2,-8.3524,1.93,2013,
03-09-2013,Joe Elijah,United States,Office Supplies,Binders,17,5,0.7,-12.628,1.9,2013,
03-09-2013,Sharelle Roach,Nigeria,Office Supplies,Envelopes,10,2,0.7,-15.336,1.83,2013,
03-09-2013,Sonia Sunley,United States,Office Supplies,Binders,8,2,0,3.8822,1.8,2013,
03-09-2013,Lena Radford,United States,Office Supplies,Art,19,7,0,5.2332,1.73,2013,
03-09-2013,Janet Molinari,Madagascar,Office Supplies,Art,30,1,0,0,1.57,2013,
03-09-2013,Joe Elijah,United States,Office Supplies,Binders,23,7,0.7,-17.5651,1.45,2013,
03-09-2013,Ken Heidel,Turkey,Furniture,Chairs,40,1,0.6,-26.118,1.4,2013,
03-09-2013,Lena Radford,United States,Office Supplies,Storage,24,3,0,0.9468,1.34,2013,
03-09-2013,Denny Ordway,Philippines,Office Supplies,Storage,22,4,0.45,-12.672,1.32,2013,
03-09-2013,Frank Gastineau,Iraq,Office Supplies,Fasteners,22,2,0,3.24,1.28,2013,
03-09-2013,Melanie Seite,Germany,Office Supplies,Binders,23,4,0.5,-6.42,1.24,2013,
03-09-2013,Ross DeVincentis,United States,Office Supplies,Binders,9,8,0.8,-13.3424,1.09,2013,
03-09-2013,Sonia Sunley,United States,Office Supplies,Fasteners,2,1,0,0.6516,0.57,2013,
03-09-2013,Ken Heidel,Turkey,Technology,Accessories,24,1,0.6,-34.38,0.45,2013,
03-09-2013,Janet Molinari,Madagascar,Office Supplies,Labels,5,1,0,1.29,0.44,2013,
03-09-2013,Lena Radford,United States,Office Supplies,Binders,7,1,0.2,2.5592,0.38,2013,
03-09-2013,Ken Heidel,Turkey,Office Supplies,Fasteners,6,1,0.6,-5.748,0.28,2013,
04-09-2013,Paul Knutson,United States,Office Supplies,Binders,"1,141",5,0.7,-760.98,166.97,2013,
04-09-2013,Christopher Schild,Colombia,Furniture,Chairs,608,5,0,79,123.87,2013,
04-09-2013,Joe Kamberova,Zambia,Office Supplies,Storage,"1,023",8,0,184.08,110.53,2013,
04-09-2013,Max Ludwig,Spain,Furniture,Bookcases,881,2,0,334.86,92.21,2013,
04-09-2013,Erin Smith,Morocco,Furniture,Chairs,464,1,0,194.73,86.35,2013,
04-09-2013,Max Jones,Cote d'Ivoire,Technology,Machines,507,2,0,217.8,65.54,2013,
04-09-2013,Henry Goldwyn,France,Office Supplies,Appliances,559,2,0.1,-18.624,56.26,2013,
04-09-2013,Mick Brown,Hungary,Technology,Copiers,"1,128",8,0,304.32,54.72,2013,
04-09-2013,Brooke Gillingham,Panama,Technology,Copiers,311,6,0.402,-63.58512,45.67,2013,
04-09-2013,Phillip Flathmann,Turkey,Office Supplies,Storage,332,4,0.6,-356.664,41.24,2013,
04-09-2013,Jill Fjeld,France,Furniture,Bookcases,697,2,0.1,178.002,40.16,2013,
04-09-2013,Michael Kennedy,Cuba,Technology,Phones,"1,272",3,0,38.16,28.94,2013,
04-09-2013,Max Jones,Cote d'Ivoire,Technology,Machines,253,1,0,108.9,28.51,2013,
04-09-2013,Jill Fjeld,France,Technology,Copiers,325,2,0.15,-3.879,27.18,2013,
04-09-2013,Joe Kamberova,Zambia,Furniture,Furnishings,201,4,0,62.4,25.53,2013,
04-09-2013,Paul Knutson,United States,Technology,Phones,281,3,0.4,-46.797,25.02,2013,
04-09-2013,Craig Yedwab,United States,Office Supplies,Binders,87,8,0,41.0216,23.74,2013,
04-09-2013,Joe Kamberova,Zambia,Office Supplies,Appliances,526,1,0,131.55,20.69,2013,
04-09-2013,Joe Kamberova,Zambia,Furniture,Bookcases,389,2,0,143.94,18.9,2013,
04-09-2013,Henry Goldwyn,France,Office Supplies,Fasteners,132,7,0,10.5,17.81,2013,
04-09-2013,Herbert Flentye,United States,Furniture,Bookcases,345,3,0,31.0446,16.76,2013,
04-09-2013,Joe Kamberova,Zambia,Furniture,Bookcases,304,2,0,133.74,15.65,2013,
04-09-2013,Mike Vittorini,Germany,Furniture,Chairs,137,2,0.2,46.236,13.54,2013,
04-09-2013,Steven Ward,Bolivia,Furniture,Chairs,114,1,0,6.86,13.46,2013,
04-09-2013,Ricardo Sperren,Mexico,Technology,Accessories,48,2,0,13.48,12.21,2013,
04-09-2013,Jill Fjeld,France,Office Supplies,Art,64,2,0,24.42,11.15,2013,
04-09-2013,Joe Kamberova,Zambia,Office Supplies,Paper,110,6,0,39.6,10.67,2013,
04-09-2013,Sheri Gordon,China,Furniture,Chairs,251,3,0,122.94,10.29,2013,
04-09-2013,Phillip Flathmann,Turkey,Office Supplies,Art,30,4,0.6,-18.192,9.33,2013,
04-09-2013,Joe Kamberova,Zambia,Office Supplies,Storage,135,1,0,63.24,8.74,2013,
04-09-2013,Rob Beeghly,United States,Furniture,Bookcases,199,4,0.3,0,8.15,2013,
04-09-2013,Seth Vernon,South Korea,Office Supplies,Labels,30,9,0.5,-23.895,7.97,2013,
04-09-2013,Filia McAdams,United States,Office Supplies,Paper,48,7,0,22.1536,7.63,2013,
04-09-2013,Mike Vittorini,Germany,Technology,Accessories,386,6,0.1,-25.83,7.26,2013,
04-09-2013,Phillip Flathmann,Turkey,Technology,Machines,37,2,0.6,-9.312,6.79,2013,
04-09-2013,Julie Kriz,United States,Furniture,Furnishings,84,3,0.6,-90.2484,6.65,2013,
04-09-2013,Bill Eplett,Belgium,Office Supplies,Supplies,31,2,0,2.1,5.75,2013,
04-09-2013,Cindy Chapman,Brazil,Office Supplies,Envelopes,54,3,0,3.78,5.11,2013,
04-09-2013,Herbert Flentye,Zambia,Office Supplies,Supplies,84,2,0,28.62,5,2013,
04-09-2013,Michael Paige,Egypt,Office Supplies,Storage,62,6,0,17.82,4.8,2013,
04-09-2013,Matt Hagelstein,United States,Office Supplies,Paper,31,6,0.2,11.223,4.62,2013,
04-09-2013,Nora Preis,Mexico,Office Supplies,Binders,41,2,0,4.44,4.22,2013,
04-09-2013,Seth Vernon,South Korea,Furniture,Furnishings,15,1,0.2,4.512,4.21,2013,
04-09-2013,Bill Eplett,Belgium,Office Supplies,Binders,27,2,0,8.64,4.09,2013,
04-09-2013,Phillip Flathmann,Turkey,Office Supplies,Appliances,23,1,0.6,-32.226,3.28,2013,
04-09-2013,Jennifer Jackson,United States,Office Supplies,Storage,55,5,0,14.17,3.16,2013,
04-09-2013,Ricardo Sperren,Brazil,Technology,Accessories,19,2,0.6,-15.416,3.11,2013,
04-09-2013,Herbert Flentye,Zambia,Technology,Accessories,73,1,0,30.57,3.08,2013,
04-09-2013,Phillip Flathmann,Turkey,Office Supplies,Appliances,17,1,0.6,-24.414,3.03,2013,
04-09-2013,Giulietta Baptist,Italy,Office Supplies,Storage,37,6,0.4,-8.784,2.57,2013,
04-09-2013,Herbert Flentye,United States,Office Supplies,Labels,58,8,0,27.4856,2.16,2013,
04-09-2013,Saphhira Shifley,Nigeria,Furniture,Bookcases,44,1,0.7,-80.466,1.71,2013,
04-09-2013,Herbert Flentye,United States,Furniture,Furnishings,15,2,0,4.2804,1.12,2013,
04-09-2013,Herbert Flentye,United States,Office Supplies,Binders,13,2,0,5.8696,0.99,2013,
04-09-2013,Carlos Soltero,United States,Office Supplies,Binders,9,3,0.8,-14.9736,0.64,2013,
04-09-2013,Joe Kamberova,Zambia,Office Supplies,Fasteners,8,1,0,2.82,0.6,2013,
04-09-2013,Mick Brown,Hungary,Office Supplies,Art,21,2,0,9.06,0.44,2013,
04-09-2013,Saphhira Shifley,Nigeria,Office Supplies,Labels,5,2,0.7,-6.822,0.42,2013,
05-09-2013,Sean Braxton,Italy,Technology,Copiers,"2,671",7,0,534.24,483.04,2013,
05-09-2013,Ionia McGrath,United States,Technology,Copiers,"2,800",5,0.2,944.9865,253.33,2013,
05-09-2013,Brian Derr,United Kingdom,Furniture,Bookcases,"1,460",4,0,335.64,103.86,2013,
05-09-2013,Jasper Cacioppo,France,Office Supplies,Art,494,9,0,88.83,93.6,2013,
05-09-2013,Karen Daniels,Cambodia,Office Supplies,Appliances,"1,078",2,0,366.54,72.55,2013,
05-09-2013,Pauline Johnson,Australia,Technology,Copiers,576,2,0.1,57.534,67.6,2013,
05-09-2013,Matt Connell,Australia,Furniture,Bookcases,804,6,0.1,-89.352,61.92,2013,
05-09-2013,Roy Phan,United States,Office Supplies,Storage,535,3,0,160.623,54.57,2013,
05-09-2013,Pauline Johnson,Australia,Technology,Accessories,448,2,0.1,129.336,52.32,2013,
05-09-2013,Randy Ferguson,France,Office Supplies,Binders,154,3,0,13.86,47.81,2013,
05-09-2013,Kelly Williams,Australia,Furniture,Bookcases,875,8,0.1,311.016,39.43,2013,
05-09-2013,John Huston,Germany,Office Supplies,Storage,324,7,0.2,24.192,35.75,2013,
05-09-2013,Jasper Cacioppo,France,Office Supplies,Storage,218,5,0.1,89.625,32.74,2013,
05-09-2013,Harry Greene,France,Technology,Phones,721,5,0.15,33.945,28.76,2013,
05-09-2013,Jasper Cacioppo,France,Office Supplies,Art,150,3,0,0,26.19,2013,
05-09-2013,Harry Greene,France,Technology,Machines,312,3,0.15,51.3135,21.9,2013,
05-09-2013,Anna Andreadi,United States,Office Supplies,Binders,114,6,0,54.6912,20.35,2013,
05-09-2013,Brian Derr,United Kingdom,Office Supplies,Appliances,249,3,0,112.14,20.01,2013,
05-09-2013,Mick Brown,United States,Technology,Accessories,280,5,0,67.188,19.78,2013,
05-09-2013,Delfina Latchford,United States,Office Supplies,Appliances,87,2,0.2,8.7168,17.92,2013,
05-09-2013,Harry Greene,France,Office Supplies,Paper,187,9,0,76.68,14.26,2013,
05-09-2013,Anna Andreadi,United States,Office Supplies,Storage,130,4,0,5.1968,13.23,2013,
05-09-2013,Kelly Williams,Australia,Office Supplies,Envelopes,164,5,0.1,5.325,12.48,2013,
05-09-2013,Jenna Caffey,Russia,Office Supplies,Binders,27,4,0,2.28,12.37,2013,
05-09-2013,Alan Hwang,Germany,Technology,Accessories,166,3,0,26.55,11.39,2013,
05-09-2013,Brad Thomas,Colombia,Office Supplies,Paper,88,5,0,11.4,10.87,2013,
05-09-2013,Jasper Cacioppo,France,Office Supplies,Fasteners,71,5,0,14.1,9.92,2013,
05-09-2013,Skye Norling,Honduras,Technology,Phones,29,1,0.4,-11.72,9.32,2013,
05-09-2013,Sean Braxton,Italy,Office Supplies,Storage,69,2,0.4,-16.236,9.2,2013,
05-09-2013,Skye Norling,Honduras,Office Supplies,Envelopes,43,3,0.4,-5.796,9.09,2013,
05-09-2013,Harry Greene,France,Furniture,Chairs,184,3,0.1,59.427,8.61,2013,
05-09-2013,Ann Chong,Mexico,Furniture,Chairs,59,2,0.2,3.696,8.39,2013,
05-09-2013,Justin Ellison,Georgia,Office Supplies,Art,64,4,0,23.52,8.05,2013,
05-09-2013,Skye Norling,Honduras,Office Supplies,Paper,38,7,0.4,-5.124,7.74,2013,
05-09-2013,Christina VanderZanden,United States,Furniture,Furnishings,64,1,0,24.9366,7.12,2013,
05-09-2013,Delfina Latchford,United States,Office Supplies,Art,32,2,0.2,8.3328,6.98,2013,
05-09-2013,Harry Greene,France,Office Supplies,Supplies,76,3,0,6.84,6.74,2013,
05-09-2013,Elizabeth Moffitt,Iraq,Office Supplies,Supplies,81,4,0,26.76,6.63,2013,
05-09-2013,Denny Blanton,United Kingdom,Furniture,Furnishings,68,2,0.3,-23.292,6.44,2013,
05-09-2013,Jeremy Pistek,United States,Office Supplies,Paper,240,5,0,114.96,6.04,2013,
05-09-2013,Anthony Garverick,El Salvador,Office Supplies,Storage,105,8,0,8.32,6.04,2013,
05-09-2013,Anthony Garverick,El Salvador,Office Supplies,Art,127,4,0,60.88,5.58,2013,
05-09-2013,Paul MacIntyre,Ireland,Office Supplies,Storage,23,3,0.5,-1.935,5.29,2013,
05-09-2013,Paul Van Hugh,Cuba,Furniture,Chairs,120,1,0,34.82,5.27,2013,
05-09-2013,Elizabeth Moffitt,Iraq,Office Supplies,Appliances,98,1,0,0.96,4.91,2013,
05-09-2013,Benjamin Farhat,Panama,Technology,Accessories,93,4,0.4,4.576,4.79,2013,
05-09-2013,Anthony Garverick,Brazil,Office Supplies,Art,51,4,0.6,-15.296,4.51,2013,
05-09-2013,Christina VanderZanden,United States,Office Supplies,Binders,61,5,0.2,20.4525,4.46,2013,
05-09-2013,Arthur Wiediger,Egypt,Office Supplies,Labels,44,4,0,16.92,4.17,2013,
05-09-2013,Anna Andreadi,United States,Furniture,Furnishings,43,3,0,16.614,4.14,2013,
05-09-2013,Anthony Garverick,Brazil,Office Supplies,Storage,42,8,0.6,-54.752,3.61,2013,
05-09-2013,Delfina Latchford,United States,Office Supplies,Paper,12,3,0.2,4.1148,3.37,2013,
05-09-2013,Arthur Wiediger,Egypt,Furniture,Furnishings,47,1,0,15.12,3.33,2013,
05-09-2013,Skye Norling,Honduras,Office Supplies,Envelopes,133,7,0.4,-4.536,2.8,2013,
05-09-2013,Ann Chong,Mexico,Office Supplies,Fasteners,15,2,0,4.56,2.72,2013,
05-09-2013,Ionia McGrath,United States,Furniture,Furnishings,24,3,0,8.7372,2.69,2013,
05-09-2013,Karen Daniels,Cambodia,Office Supplies,Fasteners,50,3,0,1.44,2.6,2013,
05-09-2013,Brian Derr,United Kingdom,Office Supplies,Labels,46,4,0,3.24,2.42,2013,
05-09-2013,Nora Paige,Ukraine,Office Supplies,Binders,44,6,0,15.12,2.35,2013,
05-09-2013,Skye Norling,Honduras,Office Supplies,Binders,15,3,0.4,1.248,2.19,2013,
05-09-2013,Hallie Redmond,Turkey,Office Supplies,Supplies,11,1,0.6,-5.328,2.1,2013,
05-09-2013,Harry Greene,France,Office Supplies,Labels,46,4,0,8.64,1.96,2013,
05-09-2013,Jim Radford,France,Office Supplies,Art,20,1,0,6.66,1.68,2013,
05-09-2013,Sarah Jordon,Australia,Technology,Machines,40,1,0.1,1.338,1.58,2013,
05-09-2013,Christina VanderZanden,United States,Office Supplies,Supplies,23,4,0,6.5888,1.52,2013,
05-09-2013,John Huston,Germany,Office Supplies,Envelopes,212,9,0.1,94.149,1.5,2013,
05-09-2013,Brian Derr,United Kingdom,Office Supplies,Binders,22,3,0,7.56,1.49,2013,
05-09-2013,Ivan Liston,United States,Office Supplies,Art,62,3,0.2,7.0173,1.26,2013,
05-09-2013,Nora Paige,Ukraine,Office Supplies,Art,29,1,0,3.18,1.23,2013,
05-09-2013,Paul Van Hugh,Cuba,Office Supplies,Supplies,16,1,0,7.54,1.21,2013,
05-09-2013,Mick Brown,United States,Office Supplies,Envelopes,17,2,0,7.7832,1.15,2013,
05-09-2013,Elizabeth Moffitt,Iraq,Office Supplies,Storage,18,1,0,5.43,1.05,2013,
05-09-2013,Matt Connell,Australia,Office Supplies,Binders,16,3,0.1,-1.143,0.67,2013,
05-09-2013,Anna Andreadi,United States,Office Supplies,Art,5,3,0,2.5344,0.67,2013,
05-09-2013,Matt Hagelstein,Poland,Office Supplies,Labels,9,1,0,1.26,0.5,2013,
05-09-2013,Ivan Liston,United States,Office Supplies,Art,4,1,0.2,1.0269,0.39,2013,
05-09-2013,Rick Huthwaite,Argentina,Office Supplies,Binders,7,3,0.7,-14.586,0.32,2013,
05-09-2013,Juliana Krohn,Dominican Republic,Office Supplies,Labels,6,1,0.2,1.016,0.3,2013,
06-09-2013,Michael Moore,United States,Furniture,Tables,"1,653",3,0,314.0586,177.12,2013,
06-09-2013,Troy Staebel,Australia,Furniture,Bookcases,659,6,0.1,-0.162,137.9,2013,
06-09-2013,Steve Chapman,Malaysia,Technology,Copiers,"1,145",3,0,549.54,119.04,2013,
06-09-2013,Dario Medina,China,Technology,Phones,760,5,0,258.15,102.18,2013,
06-09-2013,Barry Gonzalez,Guatemala,Technology,Accessories,868,5,0,173.5,71.24,2013,
06-09-2013,Troy Staebel,Australia,Technology,Copiers,508,4,0.1,186.204,63.87,2013,
06-09-2013,Alan Barnes,United Kingdom,Technology,Accessories,459,4,0,100.92,50.57,2013,
06-09-2013,Dean Braden,United States,Furniture,Chairs,887,3,0.3,-63.3765,48.06,2013,
06-09-2013,Darrin Martin,United States,Technology,Phones,109,2,0.2,6.799,44.15,2013,
06-09-2013,Theone Pippenger,Mexico,Technology,Accessories,495,3,0,197.82,41.61,2013,
06-09-2013,Alan Barnes,United Kingdom,Technology,Copiers,692,4,0,290.4,39.9,2013,
06-09-2013,Thomas Boland,United Kingdom,Office Supplies,Envelopes,147,5,0,72,32.11,2013,
06-09-2013,Dennis Kane,Australia,Technology,Phones,198,3,0.1,13.14,30.28,2013,
06-09-2013,Herbert Flentye,Yemen,Technology,Phones,83,2,0.7,-179.376,29.09,2013,
06-09-2013,Toby Ritter,United States,Technology,Phones,278,3,0,80.736,26.53,2013,
06-09-2013,Herbert Flentye,Yemen,Furniture,Tables,75,1,0.7,-169.719,23.82,2013,
06-09-2013,Darrin Martin,United States,Office Supplies,Binders,86,7,0.7,-63.1092,19.44,2013,
06-09-2013,Russell D'Ascenzo,Nepal,Office Supplies,Supplies,176,4,0,40.32,18.91,2013,
06-09-2013,Brad Eason,United States,Office Supplies,Art,108,3,0,26.985,18.05,2013,
06-09-2013,Erica Bern,Brazil,Office Supplies,Labels,90,12,0,9.84,17.72,2013,
06-09-2013,Art Ferguson,Spain,Office Supplies,Storage,103,2,0.1,-3.498,15.85,2013,
06-09-2013,John Murray,Mexico,Office Supplies,Art,104,7,0,20.72,15,2013,
06-09-2013,Stewart Carmichael,Brazil,Furniture,Chairs,95,3,0,27.48,14.2,2013,
06-09-2013,Anthony Rawles,United States,Furniture,Chairs,348,7,0.3,-24.843,13.7,2013,
06-09-2013,Dario Medina,China,Office Supplies,Fasteners,129,9,0,64.53,13.35,2013,
06-09-2013,Barry Gonzalez,Guatemala,Office Supplies,Storage,196,6,0,60.6,12.51,2013,
06-09-2013,Pete Kriz,United States,Office Supplies,Storage,195,3,0,23.3928,12.31,2013,
06-09-2013,Pete Kriz,United States,Furniture,Chairs,243,3,0,29.1528,11.71,2013,
06-09-2013,Jonathan Doherty,United States,Furniture,Furnishings,83,2,0.2,10.35,10.61,2013,
06-09-2013,Marina Lichtenstein,United States,Technology,Accessories,116,8,0,29,10.42,2013,
06-09-2013,Troy Staebel,Australia,Office Supplies,Art,79,5,0.1,13.02,10.33,2013,
06-09-2013,Russell D'Ascenzo,Nepal,Furniture,Chairs,289,6,0,95.4,9.81,2013,
06-09-2013,Mark Van Huff,United States,Office Supplies,Paper,192,4,0,92.2368,9.7,2013,
06-09-2013,Theone Pippenger,Mexico,Furniture,Bookcases,150,2,0.2,-20.696,9.64,2013,
06-09-2013,Aimee Bixby,Iran,Office Supplies,Binders,55,2,0,7.08,9.25,2013,
06-09-2013,Pete Takahito,United States,Office Supplies,Storage,93,3,0.2,-17.523,9.13,2013,
06-09-2013,Joseph Holt,United States,Office Supplies,Paper,96,2,0,46.1184,8.56,2013,
06-09-2013,Art Ferguson,Spain,Technology,Accessories,59,2,0,7.62,8.21,2013,
06-09-2013,Pete Kriz,United States,Office Supplies,Storage,71,3,0,20.5755,8.18,2013,
06-09-2013,Russell D'Ascenzo,Nepal,Office Supplies,Supplies,76,3,0,4.5,7.56,2013,
06-09-2013,Fred Wasserman,United States,Technology,Phones,44,4,0,12.208,7.23,2013,
06-09-2013,Barry Gonzalez,Guatemala,Furniture,Furnishings,100,3,0,34.14,7.18,2013,
06-09-2013,Brian Moss,Poland,Office Supplies,Binders,103,2,0,35.88,6.79,2013,
06-09-2013,Theone Pippenger,Mexico,Office Supplies,Labels,46,8,0,18.56,6.78,2013,
06-09-2013,Troy Staebel,Australia,Office Supplies,Supplies,170,8,0.1,-15.288,6.63,2013,
06-09-2013,Pete Kriz,United States,Office Supplies,Paper,91,4,0,42.0256,6.61,2013,
06-09-2013,Russell D'Ascenzo,Nepal,Office Supplies,Supplies,142,6,0,2.7,6.29,2013,
06-09-2013,Russell D'Ascenzo,Nepal,Office Supplies,Binders,105,2,0,44.16,6.27,2013,
06-09-2013,Ruben Ausman,Nicaragua,Office Supplies,Appliances,145,4,0,37.52,6.06,2013,
06-09-2013,Dean Braden,United States,Furniture,Furnishings,58,9,0.2,11.6496,5.43,2013,
06-09-2013,Gary Hansen,United States,Office Supplies,Appliances,63,3,0.8,-166.3935,4.98,2013,
06-09-2013,Maribeth Dona,United States,Furniture,Chairs,85,2,0.3,-1.2178,4.59,2013,
06-09-2013,John Murray,Mexico,Office Supplies,Supplies,44,4,0,3.52,4.52,2013,
06-09-2013,Darrin Martin,United States,Office Supplies,Envelopes,23,3,0.2,7.6284,4.35,2013,
06-09-2013,Nona Balk,Dominican Republic,Office Supplies,Paper,23,3,0.2,-2.388,4.31,2013,
06-09-2013,Troy Staebel,Australia,Office Supplies,Binders,31,2,0.1,3.684,4.18,2013,
06-09-2013,Russell D'Ascenzo,Nepal,Office Supplies,Storage,48,2,0,13.86,3.92,2013,
06-09-2013,Beth Paige,Pakistan,Office Supplies,Fasteners,25,3,0.5,-8.595,3.44,2013,
06-09-2013,Theone Pippenger,Mexico,Office Supplies,Binders,29,3,0,10.5,3.42,2013,
06-09-2013,Don Miller,United States,Office Supplies,Paper,26,5,0.2,9.072,3.32,2013,
06-09-2013,Michael Moore,United States,Office Supplies,Labels,25,2,0,11.7782,3.26,2013,
06-09-2013,Theresa Coyne,Colombia,Office Supplies,Envelopes,66,2,0,29.56,3.18,2013,
06-09-2013,Elizabeth Moffitt,United States,Furniture,Furnishings,21,3,0.6,-11.6622,3.16,2013,
06-09-2013,Don Miller,United States,Office Supplies,Fasteners,16,8,0.2,5.3352,2.97,2013,
06-09-2013,Darrin Martin,United States,Office Supplies,Paper,10,3,0.2,3.21,2.86,2013,
06-09-2013,Harold Dahlen,Democratic Republic of the Congo,Office Supplies,Binders,16,1,0,1.26,2.83,2013,
06-09-2013,Dean Braden,United States,Furniture,Chairs,71,2,0.3,-19.3382,2.69,2013,
06-09-2013,Gary Hansen,United States,Office Supplies,Fasteners,28,9,0.2,4.266,2.64,2013,
06-09-2013,John Murray,Mexico,Office Supplies,Fasteners,11,2,0,4.96,2.05,2013,
06-09-2013,Joseph Holt,United States,Office Supplies,Fasteners,4,2,0,1.7876,2,2013,
06-09-2013,Xylona Preis,Germany,Office Supplies,Binders,20,3,0,5.13,1.93,2013,
06-09-2013,Dennis Kane,Australia,Technology,Phones,223,3,0.1,-9.927,1.63,2013,
06-09-2013,Joseph Holt,United States,Office Supplies,Binders,12,2,0.2,3.942,1.62,2013,
06-09-2013,Theresa Coyne,Colombia,Office Supplies,Supplies,32,1,0,10.32,1.56,2013,
06-09-2013,Xylona Preis,Germany,Office Supplies,Art,80,3,0,7.11,1.33,2013,
06-09-2013,Pete Kriz,United States,Office Supplies,Labels,22,7,0,10.584,1.33,2013,
06-09-2013,Don Miller,United States,Office Supplies,Paper,10,2,0.2,3.7584,1.23,2013,
06-09-2013,Jasper Cacioppo,United States,Office Supplies,Binders,10,5,0.7,-7.3255,0.92,2013,
06-09-2013,Pete Kriz,United States,Furniture,Furnishings,12,1,0,3.666,0.87,2013,
06-09-2013,Maribeth Dona,United States,Office Supplies,Binders,9,2,0.7,-7.46,0.76,2013,
06-09-2013,Dean Braden,United States,Office Supplies,Art,8,3,0.2,0.5904,0.76,2013,
06-09-2013,John Murray,Mexico,Office Supplies,Paper,12,1,0,3.42,0.76,2013,
06-09-2013,Maribeth Dona,United States,Office Supplies,Binders,9,6,0.7,-6.4944,0.69,2013,
06-09-2013,Suzanne McNair,Saudi Arabia,Office Supplies,Envelopes,6,1,0,1.26,0.55,2013,
06-09-2013,Stephanie Ulpright,United States,Office Supplies,Paper,9,2,0.2,3.3524,0.5,2013,
